name,hp,atk,def,spatk,spdef,spd
Pancham,0,1,0,0,0,0
Pangoro,0,2,0,0,0,0
Furfrou,0,0,0,0,0,1
Espurr,0,0,0,0,0,1
Meowstic,0,0,0,0,0,2
Honedge,0,0,1,0,0,0
Doublade,0,0,2,0,0,0
Aegislash,0,0,2,0,1,0
Aegislash Blade,0,2,0,1,0,0
Spritzee,1,0,0,0,0,0
Aromatisse,2,0,0,0,0,0
Swirlix,0,0,1,0,0,0
Slurpuff,0,0,2,0,0,0
Inkay,0,1,0,0,0,0
Malamar,0,2,0,0,0,0
Binacle,0,1,0,0,0,0
Barbaracle,0,2,0,0,0,0
Skrelp,0,0,0,0,1,0
Dragalge,0,0,0,0,2,0
Clauncher,0,0,0,1,0,0
Clawitzer,0,0,0,2,0,0
Helioptile,0,0,0,0,0,1
Heliolisk,0,0,0,1,0,1
Tyrunt,0,1,0,0,0,0
Tyrantrum,0,2,0,0,0,0
Amaura,1,0,0,0,0,0
Aurorus,2,0,0,0,0,0
Sylveon,0,0,0,0,2,0
Hawlucha,0,2,0,0,0,0
Dedenne,0,0,0,0,0,2
Carbink,0,0,1,0,1,0
Goomy,0,0,0,0,1,0
Sliggoo,0,0,0,0,2,0
Goodra,0,0,0,0,3,0
Klefki,0,0,1,0,0,0
Phantump,0,1,0,0,0,0
Trevenant,0,2,0,0,0,0
Pumpkaboo,0,0,1,0,0,0
Gourgeist,0,0,2,0,0,0
Bergmite,0,0,1,0,0,0
Avalugg,0,0,2,0,0,0
Noibat,0,0,0,0,0,1
Noivern,0,0,0,0,0,2
Xerneas,3,0,0,0,0,0
Yveltal,3,0,0,0,0,0
Zygarde Complete,3,0,0,0,0,0
Zygarde 10,3,0,0,0,0,0
Zygarde,3,0,0,0,0,0
Mega Diancie,0,0,1,0,2,0
Diancie,0,0,1,0,2,0
Hoopa,0,0,0,3,0,0
Hoopa Unbound,0,0,0,3,0,0
Volcanion,0,0,0,3,0,0
Rowlet,1,0,0,0,0,0
Dartrix,2,0,0,0,0,0
Decidueye,0,3,0,0,0,0
Litten,0,0,0,0,0,1
Torracat,0,0,0,0,0,2
Incineroar,0,3,0,0,0,0
Popplio,0,0,0,1,0,0
Brionne,0,0,0,2,0,0
Primarina,0,0,0,3,0,0
Pikipek,0,1,0,0,0,0
Trumbeak,0,2,0,0,0,0
Toucannon,0,3,0,0,0,0
Yungoos,0,1,0,0,0,0
Gumshoos,0,2,0,0,0,0
Grubbin,0,1,0,0,0,0
Charjabug,0,0,2,0,0,0
Vikavolt,0,0,0,3,0,0
Crabrawler,0,1,0,0,0,0
Crabominable,0,2,0,0,0,0
Oricorio,0,0,0,2,0,0
Cutiefly,0,0,0,0,0,1
Ribombee,0,0,0,0,0,2
Rockruff,0,1,0,0,0,0
Lycanroc Midnight,0,2,0,0,0,0
Lycanroc Dusk,0,2,0,0,0,0
Lycanroc,0,2,0,0,0,0
Wishiwashi,1,0,0,0,0,0
Wishiwashi School,1,0,0,0,0,0
Mareanie,0,0,1,0,0,0
Toxapex,0,0,2,0,0,0
Mudbray,0,1,0,0,0,0
Mudsdale,0,2,0,0,0,0
Dewpider,0,0,0,0,1,0
Araquanid,0,0,0,0,2,0
Fomantis,0,1,0,0,0,0
Lurantis,0,2,0,0,0,0
Morelull,0,0,0,0,1,0
Shiinotic,0,0,0,0,2,0
Salandit,0,0,0,0,0,1
Salazzle,0,0,0,0,0,2
Stufful,0,1,0,0,0,0
Bewear,0,2,0,0,0,0
Bounsweet,1,0,0,0,0,0
Steenee,0,0,0,0,0,2
Tsareena,0,3,0,0,0,0
Comfey,0,0,0,0,2,0
Oranguru,0,0,0,0,2,0
Passimian,0,2,0,0,0,0
Wimpod,0,0,0,0,0,1
Golisopod,0,0,2,0,0,0
Sandygast,0,0,1,0,0,0
Palossand,0,0,2,0,0,0
Pyukumuku,0,0,0,0,2,0
Type Null,2,0,0,0,0,0
Silvally,3,0,0,0,0,0
Minior Core,0,1,0,1,0,0
Minior,0,0,1,0,1,0
Komala,0,2,0,0,0,0
Turtonator,0,0,2,0,0,0
Togedemaru,0,2,0,0,0,0
Mimikyu,0,0,0,0,2,0
Bruxish,0,2,0,0,0,0
Drampa,0,0,0,2,0,0
Dhelmise,0,2,0,0,0,0
Jangmo O,0,0,1,0,0,0
Hakamo O,0,0,2,0,0,0
Kommo O,0,0,3,0,0,0
Tapu Koko,0,0,0,0,0,3
Tapu Lele,0,0,0,3,0,0
Tapu Bulu,0,3,0,0,0,0
Tapu Fini,0,0,0,0,3,0
Cosmog,1,0,0,0,0,0
Cosmoem,0,0,1,0,1,0
Solgaleo,0,3,0,0,0,0
Lunala,0,0,0,3,0,0
Nihilego,0,0,0,0,3,0
Buzzwole,0,1,2,0,0,0
Pheromosa,0,0,0,0,0,3
Xurkitree,0,0,0,3,0,0
Celesteela,0,1,1,1,0,0
Kartana,0,3,0,0,0,0
Guzzlord,3,0,0,0,0,0
Dawn Wings Necrozma,0,1,0,2,0,0
Dusk Mane Necrozma,0,3,0,0,0,0
Necrozma,0,1,0,2,0,0
Ultra Necrozma,0,1,0,1,0,1
Magearna,0,0,0,3,0,0
Marshadow,0,2,0,0,0,1
Poipole,0,0,0,0,0,1
Naganadel,0,0,0,3,0,0
Stakataka,0,0,3,0,0,0
Blacephalon,0,0,0,3,0,0
Zeraora,0,0,0,0,0,3
Meltan,0,1,0,0,0,0
Melmetal,0,3,0,0,0,0
Zacian,0,0,0,0,0,3
Zamazenta,0,0,0,0,0,3
Eternamax Eternatus,3,0,0,0,0,0
Eternatus,3,0,0,0,0,0
Regieleki,0,0,0,0,0,3
Regidrago,3,0,0,0,0,0
Grookey,0,1,0,0,0,0
Thwackey,0,2,0,0,0,0
Rillaboom,0,3,0,0,0,0
Scorbunny,0,0,0,0,0,1
Raboot,0,0,0,0,0,2
Cinderace,0,0,0,0,0,3
Sobble,0,0,0,0,1,1
Drizzile,0,0,0,2,0,0
Inteleon,0,0,0,0,0,3
Skwovet,1,0,0,0,0,0
Greedent,2,0,0,0,0,0
Rookidee,0,0,0,0,0,1
Corvisquire,0,0,0,0,0,2
Corviknight,0,0,3,0,0,0
Blipbug,0,0,0,0,1,0
Dottler,0,0,0,0,2,0
Orbeetle,0,0,0,0,3,0
Nickit,0,0,0,0,1,0
Thievul,0,0,0,0,2,0
Gossifleur,0,0,0,0,1,0
Eldegoss,0,0,0,0,2,0
Wooloo,0,0,1,0,0,0
Dubwool,0,0,2,0,0,0
Chewtle,0,1,0,0,0,0
Drednaw,0,2,0,0,0,0
Yamper,1,0,0,0,0,0
Boltund,0,0,0,0,0,2
Rolycoly,0,0,1,0,0,0
Carkol,0,0,2,0,0,0
Coalossal,0,0,3,0,0,0
Applin,0,0,1,0,0,0
Flapple,0,2,0,0,0,0
Appletun,2,0,0,0,0,0
Silicobra,0,0,1,0,0,0
Sandaconda,0,0,2,0,0,0
Cramorant,0,0,0,0,2,0
Arrokuda,0,0,0,0,0,1
Barraskewda,0,0,0,0,0,2
Toxel,0,0,0,1,0,0
Toxtricity Low Key,0,0,0,2,0,0
Toxtricity Amped,0,0,0,2,0,0
Sizzlipede,0,1,0,0,0,0
Centiskorch,0,2,0,0,0,0
Clobbopus,0,1,0,0,0,0
Grapploct,0,2,0,0,0,0
Sinistea,0,0,0,1,0,0
Polteageist,0,0,0,2,0,0
Hatenna,0,0,0,1,0,0
Hattrem,0,0,0,2,0,0
Hatterene,0,0,0,3,0,0
Impidimp,0,0,0,1,0,0
Morgrem,0,0,0,2,0,0
Grimmsnarl,0,3,0,0,0,0
Obstagoon,0,0,3,0,0,0
Perrserker,0,2,0,0,0,0
Cursola,0,0,0,2,0,0
Sirfetchd,0,2,0,0,0,0
Mr Rime,0,0,0,3,0,0
Runerigus,0,0,2,0,0,0
Milcery,0,0,0,0,1,0
Alcremie,0,0,0,0,2,0
Falinks,0,2,0,0,1,0
Pincurchin,0,2,0,0,0,0
Snom,0,0,0,1,0,0
Frosmoth,0,0,0,2,0,0
Stonjourner,0,0,2,0,0,0
Eiscue,0,0,2,0,0,0
Indeedee,0,0,0,2,0,0
Morpeko,0,0,0,0,0,2
Cufant,0,1,0,0,0,0
Copperajah,0,2,0,0,0,0
Dracozolt,0,2,0,0,0,0
Arctozolt,0,2,0,0,0,0
Dracovish,0,0,2,0,0,0
Arctovish,0,0,2,0,0,0
Duraludon,0,0,0,2,0,0
Dreepy,0,0,0,0,0,1
Drakloak,0,0,0,0,0,2
Dragapult,0,0,0,0,0,3
Kubfu,0,1,0,0,0,0
Urshifu,0,3,0,0,0,0
Urshifu Rapid Strike,0,3,0,0,0,0
Zarude,0,3,0,0,0,0
Glastrier,0,3,0,0,0,0
Spectrier,0,0,0,3,0,0
Calyrex,3,0,0,0,0,0
Shadow Rider Calyrex,0,0,0,3,0,0
Ice Rider Calyrex,0,3,0,0,0,0
