name,normal,shiny
Galarian Corsola,https://archives.bulbagarden.net/media/upload/thumb/c/ce/222Corsola-Galar.png/600px-222Corsola-Galar.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddxti5a-516552a1-5f68-4864-b49a-3644235882a4.png/v1/fill/w_894",h_894",strp/_222_corsola_by_tonofdirt726_ddxti5a-pre.png
Corsola,https://archives.bulbagarden.net/media/upload/thumb/f/fc/222Corsola.png/600px-222Corsola.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivlin-8b053283-56c5-4fa7-9361-9b8c00a5f73c.png/v1/fill/w_894",h_894",strp/_222_corsola_by_tonofdirt726_ddivlin-pre.png
Remoraid,https://archives.bulbagarden.net/media/upload/thumb/9/95/223Remoraid.png/600px-223Remoraid.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivllu-7e128a30-2c69-4d19-b707-d3da92852b24.png/v1/fill/w_894",h_894",strp/_223_remoraid_by_tonofdirt726_ddivllu-pre.png
Octillery,https://archives.bulbagarden.net/media/upload/thumb/c/cb/224Octillery.png/600px-224Octillery.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivlo7-9fba2150-3076-4bca-83e6-92c60c9044c9.png/v1/fill/w_894",h_894",strp/_224_octillery_by_tonofdirt726_ddivlo7-pre.png
Delibird,https://archives.bulbagarden.net/media/upload/thumb/3/3f/225Delibird.png/600px-225Delibird.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivlse-010f36aa-1ad8-45dc-8da8-6fcc315c7513.png/v1/fill/w_894",h_894",strp/_225_delibird_by_tonofdirt726_ddivlse-pre.png
Mantine,https://archives.bulbagarden.net/media/upload/thumb/c/c5/226Mantine.png/600px-226Mantine.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivlwn-15375964-80e9-4a7d-8583-7c5bd9b728d7.png/v1/fill/w_894",h_894",strp/_226_mantine_by_tonofdirt726_ddivlwn-pre.png
Skarmory,https://archives.bulbagarden.net/media/upload/thumb/3/35/227Skarmory.png/600px-227Skarmory.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivlzz-50c524fb-39fe-4969-b6a3-93525d961ef9.png/v1/fill/w_894",h_894",strp/_227_skarmory_by_tonofdirt726_ddivlzz-pre.png
Houndour,https://archives.bulbagarden.net/media/upload/thumb/5/53/228Houndour.png/600px-228Houndour.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivm2m-ebef8631-d120-4c19-a313-8407084a0759.png/v1/fill/w_859",h_859",strp/_228_houndour_by_tonofdirt726_ddivm2m-fullview.png
Houndoom,https://archives.bulbagarden.net/media/upload/thumb/5/51/229Houndoom.png/600px-229Houndoom.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivm4u-006a91dc-2b24-4823-9d8d-2bd8b135bef8.png/v1/fill/w_894",h_894",strp/_229_houndoom_by_tonofdirt726_ddivm4u-pre.png
Mega Houndoom,https://archives.bulbagarden.net/media/upload/3/39/229Houndoom-Mega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddxc3w4-50991e65-5bfb-4ccf-8a64-b91da55f99b1.png/v1/fill/w_894",h_894",strp/_229_houndoom_by_tonofdirt726_ddxc3w4-pre.png
Kingdra,https://archives.bulbagarden.net/media/upload/thumb/3/3c/230Kingdra.png/600px-230Kingdra.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivm6t-be16cf53-8784-46a4-91c0-243fb5dcebb9.png/v1/fill/w_894",h_894",strp/_230_kingdra_by_tonofdirt726_ddivm6t-pre.png
Phanpy,https://archives.bulbagarden.net/media/upload/thumb/d/d3/231Phanpy.png/600px-231Phanpy.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivm9b-f49240d6-aca0-47f2-87d8-a9a68ccbb15e.png/v1/fill/w_894",h_894",strp/_231_phanpy_by_tonofdirt726_ddivm9b-pre.png
Donphan,https://archives.bulbagarden.net/media/upload/thumb/5/53/232Donphan.png/600px-232Donphan.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmb8-2ee6c9a4-19d2-4d05-be22-9399abdf1a38.png/v1/fill/w_852",h_852",strp/_232_donphan_by_tonofdirt726_ddivmb8-fullview.png
Porygon2,https://archives.bulbagarden.net/media/upload/thumb/9/99/233Porygon2.png/600px-233Porygon2.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmdq-33115c69-c42e-4dbc-9d1a-1dbdd2ff29e0.png/v1/fill/w_894",h_894",strp/_233_porygon2_by_tonofdirt726_ddivmdq-pre.png
Stantler,https://archives.bulbagarden.net/media/upload/thumb/5/50/234Stantler.png/600px-234Stantler.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmff-b5b9d8c7-03f1-4bd8-abdd-f767bf4c6a3d.png/v1/fill/w_894",h_894",strp/_234_stantler_by_tonofdirt726_ddivmff-pre.png
Smeargle,https://archives.bulbagarden.net/media/upload/thumb/9/92/235Smeargle.png/600px-235Smeargle.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmh7-3246a319-55a1-4030-92c9-10e6bece754a.png/v1/fill/w_894",h_894",strp/_235_smeargle_by_tonofdirt726_ddivmh7-pre.png
Tyrogue,https://archives.bulbagarden.net/media/upload/thumb/c/c7/236Tyrogue.png/600px-236Tyrogue.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmk8-2be22cab-1722-4b88-9bfe-d6d492a10d30.png/v1/fill/w_894",h_894",strp/_236_tyrogue_by_tonofdirt726_ddivmk8-pre.png
Hitmontop,https://archives.bulbagarden.net/media/upload/thumb/9/94/237Hitmontop.png/600px-237Hitmontop.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmmt-20f55936-0db1-4270-a68d-23085436797d.png/v1/fill/w_894",h_894",strp/_237_hitmontop_by_tonofdirt726_ddivmmt-pre.png
Smoochum,https://archives.bulbagarden.net/media/upload/thumb/0/0e/238Smoochum.png/600px-238Smoochum.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmon-51c6c544-4a0a-4001-918d-a7a10796452d.png/v1/fill/w_894",h_894",strp/_238_smoochum_by_tonofdirt726_ddivmon-pre.png
Elekid,https://archives.bulbagarden.net/media/upload/thumb/5/5d/239Elekid.png/600px-239Elekid.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmqo-4e4e639f-4193-43da-8805-ba0074c0345e.png
Magby,https://archives.bulbagarden.net/media/upload/thumb/c/cb/240Magby.png/600px-240Magby.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmsl-434dceb2-95f9-47b0-ba7d-f3f78edfbc0e.png/v1/fill/w_894",h_894",strp/_240_magby_by_tonofdirt726_ddivmsl-pre.png
Miltank,https://archives.bulbagarden.net/media/upload/thumb/1/13/241Miltank.png/600px-241Miltank.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmuq-1b2bccdc-054c-49b8-a332-9538c58aa73e.png/v1/fill/w_894",h_894",strp/_241_miltank_by_tonofdirt726_ddivmuq-pre.png
Blissey,https://archives.bulbagarden.net/media/upload/thumb/5/56/242Blissey.png/600px-242Blissey.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmwa-746a062b-1e55-493c-8044-32c7f826cf0e.png/v1/fill/w_894",h_894",strp/_242_blissey_by_tonofdirt726_ddivmwa-pre.png
Raikou,https://archives.bulbagarden.net/media/upload/thumb/c/c1/243Raikou.png/600px-243Raikou.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmxh-423369fb-8281-42db-8edb-d82949b86444.png/v1/fill/w_894",h_894",strp/_243_raikou_by_tonofdirt726_ddivmxh-pre.png
Entei,https://archives.bulbagarden.net/media/upload/thumb/f/f9/244Entei.png/600px-244Entei.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivmzo-18a9695b-cc06-4d02-b242-dcef9f2fe401.png/v1/fill/w_894",h_894",strp/_244_entei_by_tonofdirt726_ddivmzo-pre.png
Suicune,https://archives.bulbagarden.net/media/upload/thumb/d/da/245Suicune.png/600px-245Suicune.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivn1j-b883948d-2821-4481-b219-b01db6a51606.png/v1/fill/w_894",h_894",strp/_245_suicune_by_tonofdirt726_ddivn1j-pre.png
Larvitar,https://archives.bulbagarden.net/media/upload/thumb/7/70/246Larvitar.png/600px-246Larvitar.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivn2y-f6bca203-023e-4bea-93d2-8da2d7ddb695.png/v1/fill/w_894",h_894",strp/_246_larvitar_by_tonofdirt726_ddivn2y-pre.png
Pupitar,https://archives.bulbagarden.net/media/upload/thumb/a/a1/247Pupitar.png/600px-247Pupitar.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivn53-178ff59e-9def-4faa-8fc7-9bd0d42523e1.png/v1/fill/w_894",h_894",strp/_247_pupitar_by_tonofdirt726_ddivn53-pre.png
Mega Tyranitar,https://archives.bulbagarden.net/media/upload/0/0d/248Tyranitar-Mega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddnmb9x-fe5275e8-1d10-46d1-a0a6-59a13bd8dc79.png/v1/fill/w_862",h_862",strp/_248_tyranitar_by_tonofdirt726_ddnmb9x-fullview.png
Tyranitar,https://archives.bulbagarden.net/media/upload/thumb/8/82/248Tyranitar.png/600px-248Tyranitar.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivn7k-97160394-a97d-4521-a4dd-89202d9425c8.png/v1/fill/w_894",h_894",strp/_248_tyranitar_by_tonofdirt726_ddivn7k-pre.png
Lugia,https://archives.bulbagarden.net/media/upload/thumb/4/44/249Lugia.png/600px-249Lugia.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivn91-98c64213-39b5-4956-a327-99cbd7c75223.png/v1/fill/w_894",h_894",strp/_249_lugia_by_tonofdirt726_ddivn91-pre.png
Ho Oh,https://archives.bulbagarden.net/media/upload/thumb/6/67/250Ho-Oh.png/600px-250Ho-Oh.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivnaf-9110ae5f-12ac-4523-b757-a5181a7772be.png/v1/fill/w_894",h_894",strp/_250_ho_oh_by_tonofdirt726_ddivnaf-pre.png
Celebi,https://archives.bulbagarden.net/media/upload/thumb/e/e7/251Celebi.png/600px-251Celebi.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddivnco-e83bf587-29f1-49ad-9ebd-2c6d6f744d7e.png/v1/fill/w_894",h_894",strp/_251_celebi_by_tonofdirt726_ddivnco-pre.png
Treecko,https://archives.bulbagarden.net/media/upload/thumb/2/2c/252Treecko.png/600px-252Treecko.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddiz7k5-cc303610-9045-470e-9c5f-e169fcaeb789.png/v1/fill/w_894",h_894",strp/_252_treecko_by_tonofdirt726_ddiz7k5-pre.png
Grovyle,https://archives.bulbagarden.net/media/upload/thumb/e/ea/253Grovyle.png/600px-253Grovyle.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddiz7om-6eaf47a9-6add-4556-80f6-f19bae0c3e0f.png/v1/fill/w_894",h_894",strp/_253_grovyle_by_tonofdirt726_ddiz7om-pre.png
Mega Sceptile,https://archives.bulbagarden.net/media/upload/thumb/6/67/254Sceptile-Mega.png/600px-254Sceptile-Mega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddnmbhg-3d4fc6d3-e79a-4628-b040-85b69e887720.png/v1/fill/w_894",h_894",strp/_254_sceptile_by_tonofdirt726_ddnmbhg-pre.png
Sceptile,https://archives.bulbagarden.net/media/upload/thumb/3/3e/254Sceptile.png/600px-254Sceptile.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddiz7t0-8eea6012-71c5-4b74-8cef-bf6efc7e72c8.png/v1/fill/w_894",h_894",strp/_254_sceptile_by_tonofdirt726_ddiz7t0-pre.png
Torchic,https://archives.bulbagarden.net/media/upload/thumb/9/91/255Torchic.png/600px-255Torchic.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddiz7uz-50da38cc-5bc0-4e4e-9ef6-645b0435fd0c.png/v1/fill/w_894",h_894",strp/_255_torchic_by_tonofdirt726_ddiz7uz-pre.png
Combusken,https://archives.bulbagarden.net/media/upload/thumb/2/29/256Combusken.png/600px-256Combusken.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddiz7wq-87a26c27-2567-483a-b5f4-f77438110ffc.png/v1/fill/w_894",h_894",strp/_256_combusken_by_tonofdirt726_ddiz7wq-pre.png
Mega Blaziken,https://archives.bulbagarden.net/media/upload/thumb/f/fa/257Blaziken-Mega.png/600px-257Blaziken-Mega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddnmbm3-b0c26acc-6e95-4801-8330-4ab1e98d0eb0.png/v1/fill/w_894",h_894",strp/_257_blaziken_by_tonofdirt726_ddnmbm3-pre.png
Blaziken,https://archives.bulbagarden.net/media/upload/thumb/9/90/257Blaziken.png/600px-257Blaziken.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddiz7ze-3dd8e153-2991-43d8-94e1-0457dade5da3.png/v1/fill/w_894",h_894",strp/_257_blaziken_by_tonofdirt726_ddiz7ze-pre.png
Mudkip,https://archives.bulbagarden.net/media/upload/thumb/6/60/258Mudkip.png/600px-258Mudkip.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddiz81f-961906e9-afce-431b-9ba5-c8242603d966.png/v1/fill/w_894",h_894",strp/_258_mudkip_by_tonofdirt726_ddiz81f-pre.png
Marshtomp,https://archives.bulbagarden.net/media/upload/thumb/2/27/259Marshtomp.png/600px-259Marshtomp.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddiz838-3182e4ed-f088-4e5e-a668-e51646894dd9.png/v1/fill/w_894",h_894",strp/_259_marshtomp_by_tonofdirt726_ddiz838-pre.png
Swampert,https://archives.bulbagarden.net/media/upload/thumb/b/b6/260Swampert.png/600px-260Swampert.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddiz85p-a969d09a-35e0-40e8-8b80-77441d657dc4.png/v1/fill/w_894",h_894",strp/_260_swampert_by_tonofdirt726_ddiz85p-pre.png
Mega Swampert,https://archives.bulbagarden.net/media/upload/thumb/9/98/260Swampert-Mega.png/600px-260Swampert-Mega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddnmbt9-5321cce8-a065-46f0-994b-39c723db900c.png/v1/fill/w_894",h_894",strp/_260_swampert_by_tonofdirt726_ddnmbt9-pre.png
Poochyena,https://archives.bulbagarden.net/media/upload/thumb/f/fc/261Poochyena.png/600px-261Poochyena.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdu4t-59196f0b-38ea-4d47-9add-dd98b7386180.png/v1/fill/w_894",h_894",strp/_261_poochyena_by_tonofdirt726_ddjdu4t-pre.png
Mightyena,https://archives.bulbagarden.net/media/upload/thumb/f/f1/262Mightyena.png/600px-262Mightyena.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdu7d-9739b908-c71b-4b4d-9177-407e64e62b9b.png/v1/fill/w_894",h_894",strp/_262_mightyena_by_tonofdirt726_ddjdu7d-pre.png
Galarian Zigzagoon,https://archives.bulbagarden.net/media/upload/thumb/b/b0/263Zigzagoon-Galar.png/600px-263Zigzagoon-Galar.png,
Zigzagoon,https://archives.bulbagarden.net/media/upload/thumb/4/47/263Zigzagoon.png/600px-263Zigzagoon.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdu9o-fd48194a-6c37-4734-a871-601103f0b1cc.png/v1/fill/w_894",h_894",strp/_263_zigzagoon_by_tonofdirt726_ddjdu9o-pre.png
Linoone,https://archives.bulbagarden.net/media/upload/thumb/f/f7/264Linoone.png/600px-264Linoone.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdubc-148d4466-d770-44f2-be98-82ca38e63f86.png/v1/fill/w_875",h_875",strp/_264_linoone_by_tonofdirt726_ddjdubc-fullview.png
Galarian Linoone,https://archives.bulbagarden.net/media/upload/thumb/8/8e/264Linoone-Galar.png/600px-264Linoone-Galar.png,
Wurmple,https://archives.bulbagarden.net/media/upload/thumb/7/76/265Wurmple.png/600px-265Wurmple.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdudj-8a7e5799-dca4-42eb-beec-61f84a5bee08.png/v1/fill/w_894",h_894",strp/_265_wurmple_by_tonofdirt726_ddjdudj-pre.png
Silcoon,https://archives.bulbagarden.net/media/upload/thumb/e/ef/266Silcoon.png/600px-266Silcoon.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdug9-68d2d694-04ee-452b-8b18-a32c1e875bcf.png/v1/fill/w_894",h_894",strp/_266_silcoon_by_tonofdirt726_ddjdug9-pre.png
Beautifly,https://archives.bulbagarden.net/media/upload/thumb/4/4c/267Beautifly.png/600px-267Beautifly.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdveo-2f6f2d18-c1d0-4680-bbef-0b2ad2a73c93.png
Cascoon,https://archives.bulbagarden.net/media/upload/thumb/a/a3/268Cascoon.png/600px-268Cascoon.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdvhe-5722121a-99ee-4eba-87e4-c69324940496.png/v1/fill/w_894",h_894",strp/_268_cascoon_by_tonofdirt726_ddjdvhe-pre.png
Dustox,https://archives.bulbagarden.net/media/upload/thumb/3/34/269Dustox.png/600px-269Dustox.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdvk5-335337eb-e4dc-4574-9b95-779949438833.png
Lotad,https://archives.bulbagarden.net/media/upload/thumb/e/ee/270Lotad.png/600px-270Lotad.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdvmz-c5aa665f-e2f6-49f2-8352-61a4ef2226bd.png/v1/fill/w_872",h_872",strp/_270_lotad_by_tonofdirt726_ddjdvmz-fullview.png
Lombre,https://archives.bulbagarden.net/media/upload/thumb/8/8b/271Lombre.png/600px-271Lombre.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdvov-0c7c06da-e1fb-4b86-bcc9-018bcf668df2.png
Ludicolo,https://archives.bulbagarden.net/media/upload/thumb/f/ff/272Ludicolo.png/600px-272Ludicolo.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdvra-84eb8cd5-e894-4804-be7e-cb595307f6e9.png
Seedot,https://archives.bulbagarden.net/media/upload/thumb/8/84/273Seedot.png/600px-273Seedot.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdvtf-e2a123cb-d73a-47ac-85cc-7f09bf936370.png
Nuzleaf,https://archives.bulbagarden.net/media/upload/thumb/0/07/274Nuzleaf.png/600px-274Nuzleaf.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdvvc-0c4d9317-2ba2-4d49-a8a8-e69c4fba447e.png/v1/fill/w_894",h_894",strp/_274_nuzleaf_by_tonofdirt726_ddjdvvc-pre.png
Shiftry,https://archives.bulbagarden.net/media/upload/thumb/f/f7/275Shiftry.png/600px-275Shiftry.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdvxg-d395517a-747c-4e24-a879-0ff1f2ad5ec7.png/v1/fill/w_843",h_843",strp/_275_shiftry_by_tonofdirt726_ddjdvxg-fullview.png
Taillow,https://archives.bulbagarden.net/media/upload/thumb/e/e4/276Taillow.png/600px-276Taillow.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdvzy-0acda57d-5246-4bef-84cf-8a63d6b69035.png/v1/fill/w_894",h_894",strp/_276_taillow_by_tonofdirt726_ddjdvzy-pre.png
Swellow,https://archives.bulbagarden.net/media/upload/thumb/4/45/277Swellow.png/600px-277Swellow.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdw2y-22ac6e3b-0bec-4dd6-bfef-bc9d5bdc6068.png
Wingull,https://archives.bulbagarden.net/media/upload/thumb/3/39/278Wingull.png/600px-278Wingull.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdw5x-8e344f70-1f88-4179-819e-d2e53b9d44db.png/v1/fill/w_894",h_894",strp/_278_wingull_by_tonofdirt726_ddjdw5x-pre.png
Pelipper,https://archives.bulbagarden.net/media/upload/thumb/f/f2/279Pelipper.png/600px-279Pelipper.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdw8m-21caf22b-7c62-46f9-ae5d-ecdff3356ce1.png/v1/fill/w_894",h_894",strp/_279_pelipper_by_tonofdirt726_ddjdw8m-pre.png
Ralts,https://archives.bulbagarden.net/media/upload/thumb/e/e1/280Ralts.png/600px-280Ralts.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdwc1-ac50dddd-a2d3-4513-b1ad-f7dbded3124e.png/v1/fill/w_894",h_894",strp/_280_ralts_by_tonofdirt726_ddjdwc1-pre.png
Kirlia,https://archives.bulbagarden.net/media/upload/thumb/0/00/281Kirlia.png/600px-281Kirlia.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdwfb-70d75085-c542-43a3-b2a9-ebc5a10d5b6b.png/v1/fill/w_894",h_894",strp/_281_kirlia_by_tonofdirt726_ddjdwfb-pre.png
Mega Gardevoir,https://archives.bulbagarden.net/media/upload/2/20/282Gardevoir-Mega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddnydq5-f95c7b55-ae3b-4427-8227-79b7c2ca8890.png/v1/fill/w_856",h_856",strp/_282_gardevoir_by_tonofdirt726_ddnydq5-fullview.png
Gardevoir,https://archives.bulbagarden.net/media/upload/thumb/9/99/282Gardevoir.png/600px-282Gardevoir.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdwhi-7a95283a-fb5e-4122-af42-70d1f2d1b8b3.png/v1/fill/w_894",h_894",strp/_282_gardevoir_by_tonofdirt726_ddjdwhi-pre.png
Surskit,https://archives.bulbagarden.net/media/upload/thumb/f/f6/283Surskit.png/600px-283Surskit.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjdwo5-cbbc9069-6b02-462e-9399-7a6e83238201.png/v1/fill/w_894",h_894",strp/_283_surskit_by_tonofdirt726_ddjdwo5-pre.png
